age,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20
1400,51.901025795156166,52.45609266959718,57.514566079946654,47.00996637453035,52.367885762967546,50.58560260973537,54.88279235711605,50.700807947477955,44.71260098182054,45.90095678810239,49.161615189140946,50.37218996127959,51.81950725522746,50.41741287765069,53.42121660672855,50.9230983098905,54.07971601476501,53.394185666622214,49.85785948563952,46.133210987067464
1500,54.25516745160016,54.14796986601928,59.77242268923227,47.07385384703888,55.52626045842815,54.31002814432889,56.77963808797054,52.768394240490814,45.057332800104035,49.1044456311676,51.528515606362554,51.28143298370845,55.13151142789073,54.17690911032512,54.95115697855381,51.61290055148492,57.803732225776656,56.9840369182371,50.27077965987766,47.17265355184125
1600,57.862131837529944,57.24460072689552,62.30674622743069,48.657598200063866,57.78720066276752,56.76913423066283,57.72002088331344,53.846146269521064,48.586662881524745,53.10164633295492,53.07516387267143,51.349118771943715,56.40417328606139,57.849023464125075,58.89971012145204,53.60232487874941,57.82648392447204,58.357660732123826,51.674743862308674,47.21685413016423
1700,60.884531931870626,59.01559286472657,64.59629984703926,49.62469872151789,59.98084268041891,60.16671165685573,59.22375093755428,55.814028472305246,49.62014027422736,56.45419883920373,53.42409905885498,52.28832895510835,60.25831729375775,60.038670527465165,62.38033118625557,55.266667336669144,59.48496504368792,60.40483316712573,54.02565882701237,47.86977702962944
1800,63.2488256929952,59.16627955782312,67.56632063406511,50.94320932749899,62.83992668464299,63.706401773634894,62.627080575457306,59.55872407054506,52.13536753130512,59.27318651302974,54.98106645679094,54.91166905316176,61.39775700857313,62.449496264668106,65.79138545762522,57.36832083487482,62.276695036130135,63.24734955029138,54.25062111389621,49.13340770630924
1900,67.14093499844947,61.31310994039892,71.5640238079416,53.68763482908696,62.984069313193956,63.89773827967431,65.3955007205504,63.11135982426151,52.669024056093,62.68875176719348,57.415513506218645,56.74665278542169,61.73950044677577,64.29541971875273,67.48169240291924,58.89548247156624,64.01379593151349,63.80617273601284,54.65879044374602,49.57523951657739
2000,70.06024836050895,63.26831125120545,72.08663099407116,53.73683259151537,63.79538602546621,67.44667642511551,65.42737943863222,64.22711968522017,54.72341345905802,63.89797496863341,58.275030036372755,58.69202979266718,64.26165382231878,64.75481837045427,71.25938042266135,59.80275726016011,66.79518262326711,66.82452596437268,56.941941293191,53.56626827683981
2100,72.04213402201886,64.80096712828441,73.80904704869803,55.86310605328321,65.75707758940723,71.36580303598247,69.04447540291409,66.49655268591152,55.835037304216385,65.6703437592035,61.475753849145654,62.56829409575121,67.26825794667243,67.39269706926751,73.7472110819165,61.670173107435474,70.63244030052991,68.29016978319896,57.85378998054778,57.12836563085576
2200,73.61823644928621,68.73459317634313,77.14670244058074,59.30701575978612,67.46807468009675,72.16083926203949,70.3916795926236,67.54182015365183,57.32721694699175,68.04056661162906,64.70360463638791,62.79044148393508,69.59664790355525,69.11198318633623,76.65509653955705,65.42655418326368,72.96471364020064,70.92445417874212,60.744010153017136,58.277904469813656
2300,76.73385976844983,71.27568657802342,78.264386460852,62.06548407320611,67.96126994102413,72.81677436490604,71.14842480509226,71.36799769418847,57.715465377709975,69.90010784853544,66.50013988741732,63.15563846692832,70.78247515706393,69.45984651316903,79.46263823875692,69.1911941421205,74.56194932877581,73.09239083332629,60.83816114464182,62.17983966645754
2400,76.82248155050955,74.21625369884931,82.25233670875626,65.04275294538185,69.27554541317721,74.85722611837382,73.46619148644854,72.74538229845072,57.81232447018237,73.89502245678668,68.31996489974678,64.75353031239563,71.7311594631653,69.48018272441755,81.2238668550664,72.17349374402357,76.06551305335257,74.65071576641732,62.98378748164918,65.52466829617333
2500,78.70869836107495,77.75650323498232,85.19386829262116,67.28617681449698,72.18916571032074,76.94921126461851,77.0868468318161,76.28683317944267,61.17843050012463,73.96162268628018,69.94380615472481,68.56975865725786,75.47346970370664,70.84081132415592,84.24697724478192,74.82946820472743,80.06183788782089,74.86003320135305,63.12975393668117,67.42960090835379
2600,81.54904671453514,79.58919106251092,88.3672334014355,70.93701041329213,72.88066875413834,77.01809113949149,77.70348291189399,77.80083443510138,64.19078936409502,77.71344667829862,70.26551867916587,71.15548010837193,77.3717452609426,73.42501653738675,85.1481753067483,75.8481285649664,81.12842399753245,76.33231808836219,65.7913249991685,68.42419483235322
2700,82.44938689863814,81.67249633851203,90.83835151409961,73.63060365039989,73.81633973701248,77.32125428478668,81.55721975032577,80.66606494226266,66.7391285020504,79.34352667673888,72.39200350339298,73.80803013397184,80.31358873406003,77.03751247363344,87.39402005487824,76.89479912868381,83.54523811707506,78.28151990076456,66.78202241401443,69.5035798740262
2800,83.98800308652318,82.55978402737878,94.65551509837157,75.17315286381746,74.98228788513225,80.71176363354868,83.40932812421723,81.77586107348343,70.39739130498745,82.78474572023264,72.81131794704194,77.44142822612245,81.43439996191472,77.77561499817959,88.27260419387481,77.56975701923986,83.97171036877295,79.91022514102698,68.95417049666578,72.35723548648427
2900,86.60682433815059,85.42748340527592,96.93622939777819,78.31789394872978,76.25580695604489,83.35692054868812,86.01542941601322,81.99891651413998,71.27226673924976,84.7508625198487,73.19247668712673,81.40067237404688,83.35914476220341,81.66303170297941,90.3721530039861,78.01687167701198,85.8716904663373,83.14338548943645,71.07635373051852,75.56529823077693
